chapter,season,season_code,patch_version,patch_type,release_date,source
6,1,ch6_s1,v33.10,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.11,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.11,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.11,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.11,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.11,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.20,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.20,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.20,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.30,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
6,1,ch6_s1,v33.30,Update,,https://fortnite.fandom.com/wiki/Chapter_6:_Season_1
